node	type
Paenibacillaceae	disease
Proteus_n.a.	disease
Pediococcus	disease
Gardnerella	disease
Holdemania	disease
Micrococcaceae	disease
Bacilli_Class	disease
Rhodospirillaceae	disease
Coriobacteriia	disease
Staphylococcaceae	disease
Bacteroidales	disease
Bacteroides_acidifaciens	disease
Lactobacillus_animalis	disease
Blautia_obeum	disease
Peptostreptococcaceae	disease
Anaerotruncus	disease
Odoribacter	disease
Clostridium_sticklandii_Species_186831	disease
Desulfotalea_psychrophila_LSv54	disease
Dermacoccus_sp._Ellin185	disease
Dickeya_dadantii_3937	disease
Desulfovibrio_alaskensis_G20	disease
Pectobacterium_atrosepticum_SCRI1043	disease
Salmonella_bongori_NCTC_12419	disease
Burkholderia_mallei_ATCC_23344	disease
Photorhabdus_luminescens_subsp._laumondii_TTO1	disease
Lactobacillus_johnsonii_NCC_533	disease
Burkholderia_vietnamiensis_G4	disease
Citrobacter_koseri_ATCC_BAA-895	disease
Clostridium_beijerinckii_NCIMB_8052	disease
Alkaliphilus_metalliredigens_QYMF	disease
Lactobacillus_sakei_subsp._sakei_23K	disease
Xanthomonas_campestris_pv._vesicatoria_str._85-10	disease
Shewanella_frigidimarina_NCIMB_400	disease
Alkaliphilus_oremlandii_OhILAs	disease
Campylobacter_hominis_ATCC_BAA-381	disease
Clostridium_novyi_NT	disease
Yersinia_enterocolitica_subsp._enterocolitica_8081	disease
Fusobacterium_nucleatum_subsp._polymorphum_ATCC_10953	disease
Bifidobacterium_bifidum_NCIMB_41171	disease
Serratia_proteamaculans_568	disease
Enterobacter_sp._638	disease
Shewanella_putrefaciens_200	disease
Xenorhabdus_nematophila_ATCC_19061	disease
Xenorhabdus_bovienii_SS-2004	disease
Pseudoflavonifractor_capillosus_ATCC_29799	disease
Bifidobacterium_adolescentis_L2-32	disease
Lactonifactor	disease
Lactococcus_garvieae_Lg2	disease
Lactobacillus_jensenii_1153	disease
Bacillus_coahuilensis_m4-4	disease
Clostridium_botulinum_C_str._Eklund	disease
Clostridium_bartlettii_DSM_16795	disease
Collinsella_stercoris_DSM_13279	disease
Veillonella_sp._6_1_27	disease
Clostridium_perfringens_E_str._JGS1987	disease
Clostridium_perfringens_CPE_str._F4969	disease
Clostridium_sp._7_2_43FAA	disease
Ruminococcus_sp._5_1_39BFAA	disease
Erwinia_tasmaniensis_Et1/99	disease
Citrobacter_sp._30_2	disease
Fusobacterium_nucleatum_subsp._vincentii_4_1_13	disease
Slackia_heliotrinireducens_DSM_20476	disease
Clostridium_botulinum_A3	disease
Clostridium_hiranonis_DSM_13275	disease
Citrobacter_youngae_ATCC_29220	disease
Escherichia_albertii_TW07627	disease
Rheinheimera_sp._A13L	disease
Klebsiella_pneumoniae_342	disease
Actinomyces_coleocanis_DSM_15436	disease
Corynebacterium_jeikeium_ATCC_43734	disease
Corynebacterium_lipophiloflavum_DSM_44291	disease
Corynebacterium_pseudogenitalium_ATCC_33035	disease
Corynebacterium_striatum_ATCC_6940	disease
Lactobacillus_acidophilus_ATCC_4796	disease
Lactobacillus_brevis_subsp._gravesensis_ATCC_27305	disease
Lactobacillus_gasseri_JV-V03	disease
Lactobacillus_ultunensis_DSM_16047	disease
Listeria_grayi_DSM_20601	disease
Staphylococcus_epidermidis_W23144	disease
Raphidiopsis_brookii_D9	disease
Clostridium_carboxidivorans_P7	disease
Clostridium_botulinum_E1	disease
Neisseria_elongata_subsp._glycolytica_ATCC_29315	disease
Neisseria_mucosa_ATCC_25996	disease
Veillonella_dispar_ATCC_17748	disease
Bifidobacterium_pseudocatenulatum_DSM_20438	disease
Capnocytophaga_gingivalis_ATCC_33624	disease
Campylobacter_gracilis_RM3268	disease
Fusobacterium_necrophorum_D12	disease
Dickeya_zeae_Ech1591	disease
Pectobacterium_wasabiae_WPP163	disease
Prevotella_oris_C735	disease
Enterococcus_casseliflavus_EC1_	disease
Dickeya_dadantii_Ech703	disease
Lactobacillus_amylolyticus_DSM_11664	disease
Dickeya_dadantii_Ech586	disease
Clostridium_botulinum_D_str._1873	disease
Pantoea_sp._At-9b	disease
Peptostreptococcus_stomatis_DSM_17678	disease
Porphyromonas_uenonis_60-3	disease
Granulicatella_elegans_ATCC_700633	disease
Pseudomonas_syringae_pv._morsprunorum_str._M302280	disease
Clostridium_butyricum_E4	disease
Olsenella_uli_DSM_7084	disease
Erwinia_billingiae_Eb661	disease
Edwardsiella_ictaluri_93-146	disease
Citrobacter_rodentium_ICC168	disease
Deferribacter_desulfuricans_SSM1	disease
Enterobacter_asburiae_LF7a	disease
Ruminococcus_flavefaciens_FD-1	disease
Slackia_exigua_ATCC_700122	disease
Desulfurispirillum_indicum_S5	disease
Escherichia_coli_TW10509	disease
Ruminococcus_sp._SR1/5	disease
Corynebacterium_resistens_DSM_45100	disease
Streptococcus_dysgalactiae_subsp._dysgalactiae_ATCC_27957	disease
Serratia_odorifera_DSM_4582	disease
Vibrio_furnissii_CIP_102972	disease
Helicobacter_mustelae_12198	disease
Rothia_mucilaginosa_DY-18	disease
Cronobacter_turicensis_z3032	disease
Bacillus_cereus_SJ1	disease
Coriobacterium_glomerans_PW2	disease
Enterobacter_lignolyticus_SCF1	disease
Listeria_seeligeri_FSL_N1-067	disease
Acinetobacter_haemolyticus_ATCC_19194	disease
Lactobacillus_fermentum_CECT_5716	disease
Erwinia_amylovora_ATCC_49946	disease
Enterobacter_cloacae_subsp._cloacae_ATCC_13047	disease
Enterobacter_cloacae_subsp._cloacae_NCTC_9394	disease
Clostridium_clariflavum_DSM_19732	disease
Rahnella_sp._Y9602	disease
Rahnella_aquatilis_CIP_78.65	disease
Faecalibacterium_cf._prausnitzii_KLE1255	disease
Pseudogulbenkiania_sp._NH8B	disease
Staphylococcus_aureus_subsp._aureus_MRSA177	disease
Brachyspira_pilosicoli_95/1000	disease
Hippea_maritima_DSM_10411	disease
Streptococcus_parasanguinis_ATCC_15912	disease
Actinomyces_sp._oral_taxon_17_	disease
Bacteroides_clarus_YIT_12056	disease
Serratia_sp._AS12	disease
Bifidobacterium_dentium_ATCC_27679	disease
Aeromonas_caviae_Ae398	disease
Peptoniphilus_sp._oral_taxon_375	disease
Veillonella_sp._oral_taxon_158	disease
Salmonella_enterica_subsp._arizonae_serovar_62:z4,z23:-_str._RSK2980	disease
Lactobacillus_delbrueckii_subsp._lactis_DSM_20072	disease
Neisseria_bacilliformis_ATCC_BAA-1200	disease
Plautia_stali_symbiont	disease
Eubacterium_limosum_KIST612	disease
Salmonella_enterica_subsp._enterica_serovar_Dublin_str._SD3246	disease
Weissella_cibaria_KACC_11862	disease
Clostridium_botulinum_BKT015925	disease
Acinetobacter_baumannii_TCDC-AB0715	disease
Pseudomonas_stutzeri_DSM_4166	disease
Klebsiella_oxytoca_KCTC_1686	disease
Enterobacter_aerogenes_KCTC_2190	disease
Lactobacillus_ruminis_SPM0211	disease
Enterobacter_cloacae_EcWSU1	disease
Agrobacterium_tumefaciens_F2	disease
Propionibacterium_acnes_SK182B-JCVI	disease
Streptococcus_thermophilus_JIM_8232	disease
Megasphaera_elsdenii_DSM_20460	disease
Streptococcus_infantarius_subsp._infantarius_CJ18	disease
Pseudomonas_aeruginosa_NCGM2.S1	disease
Pantoea_ananatis_LMG_5342	disease
Lactobacillus_vaginalis_ATCC_49540	disease
Intestinibacter_genus	disease
Oxalobacteraceae	disease
Lacrimispora_saccharolytica	disease
Collinsella_aerofaciens_Species_102106	disease
Comamonas	disease
Listeria_welshimeri	disease
Alistipes_indistinctus	disease
Bifidobacterium_ruminantium	disease
Raoultella_planticola	disease
Bacillus_cereus_Species_1386	disease
Escherichia_coli_BL21(DE3)	disease
Escherichia_coli_ED1a	disease
Escherichia_coli_IAI1	disease
Roseburia_hominis	disease
C00008	gene
C00020	gene
C00081	gene
C00575	gene
C01260	gene
C03483	gene
C02739	gene
C00131	gene
C07024	gene
C16424	gene
C00147	gene
C20190	gene
C04058	gene
C20936	gene
C20935	gene
C00900	gene
C06033	gene
C05125	gene
C06393	gene
C00186	gene
C00256	gene
C00074	gene
C00546	gene
C00227	gene
C00024	gene
C00058	gene
C03015	gene
C00149	gene
C00497	gene
C00036	gene
C03248	gene
C03981	gene
C00065	gene
C00740	gene
C00716	gene
C00084	gene
C06010	gene
C01011	gene
C00041	gene
C02132	gene
C02614	gene
C04115	gene
C03790	gene
C03210	gene
C04593	gene
C04020	gene
C01127	gene
C05946	gene
C02703	gene
C02119	gene
C04137	gene
C04210	gene
C00078	gene
C00082	gene
C03589	gene
C00097	gene
C02207	gene
C00251	gene
C02634	gene
C02635	gene
C01286	gene
C02514	gene
C00133	gene
C02291	gene
C05406	gene
C03652	gene
C01187	gene
C02721	gene
C05601	gene
C06201	gene
C01616	gene
C03826	gene
C00684	gene
C00270	gene
C00793	gene
C03979	gene
C00491	gene
C00679	gene
C02749	gene
C00885	gene
C06159	gene
C00957	gene
C00033	gene
C03921	gene
C01275	gene
C02882	gene
C06326	gene
C02193	gene
C05527	gene
C05699	gene
C06203	gene
C06762	gene
C07718	gene
C07725	gene
C11355	gene
C04442	gene
C11426	gene
C14086	gene
C14095	gene
C14107	gene
C02612	gene
C16069	gene
C00506	gene
C16198	gene
C16210	gene
C16149	gene
C16519	gene
C16518	gene
C02798	gene
C16624	gene
C00204	gene
C17237	gene
C17238	gene
C17242	gene
C17262	gene
C02218	gene
C18318	gene
C05689	gene
C20258	gene
C20485	gene
C20687	gene
C20686	gene
C18608	gene
C20685	gene
C20680	gene
C01216	gene
C20746	gene
C20781	gene
C20994	gene
C20904	gene
C21180	gene
C02167	gene
C01083	gene
C00089	gene
C00208	gene
C01158	gene
C01175	gene
C00092	gene
C00198	gene
C03107	gene
C02779	gene
C00103	gene
C00185	gene
C00095	gene
C00965	gene
C02655	gene
C00394	gene
C00243	gene
C02827	gene
C00689	gene
C02995	gene
C04534	gene
C02048	gene
C01246	gene
C05402	gene
C06219	gene
C03855	gene
C01190	gene
C00252	gene
C00844	gene
C00761	gene
C00668	gene
C08325	gene
C01533	gene
C02074	gene
C02013	gene
C06218	gene
C03470	gene
C05855	gene
C05837	gene
C04197	gene
C04164	gene
C04817	gene
C05713	gene
C05839	gene
C06216	gene
C06217	gene
C15548	gene
C17759	gene
C03993	gene
C15970	gene
C01518	gene
C20236	gene
C20577	gene
C08907	gene
C08888	gene
C08897	gene
C21186	gene
C01261	gene
C04895	gene
C01304	gene
C00144	gene
C05922	gene
C04494	gene
C00942	gene
C00286	gene
C15563	gene
C21310	gene
C20567	gene
C00035	gene
C01146	gene
C00160	gene
C00209	gene
C00313	gene
C00603	gene
C04348	gene
C03217	gene
C01990	gene
C03961	gene
C00311	gene
C02630	gene
C06027	gene
C01989	gene
C02123	gene
C03303	gene
C07100	gene
C03664	gene
C07088	gene
C00213	gene
C11735	gene
C16362	gene
C17323	gene
C11148	gene
C06790	gene
C19813	gene
C19838	gene
C14695	gene
C15809	gene
C14448	gene
C00037	gene
C01081	gene
C03028	gene
C00378	gene
C05381	gene
C13378	gene
C15976	gene
C15974	gene
C15978	gene
C21017	gene
C03661	gene
C00492	gene
C02336	gene
C00267	gene
C02591	gene
C05731	gene
C03848	gene
C01742	gene
C16688	gene
C10906	gene
C00029	gene
C00126	gene
C06366	gene
C00555	gene
C00436	gene
C02723	gene
C02714	gene
C00179	gene
C00315	gene
C03002	gene
C15699	gene
C00612	gene
C18172	gene
C18326	gene
C10497	gene
C15668	gene
C00077	gene
C00026	gene
C00064	gene
C03287	gene
C01165	gene
C01879	gene
C05829	gene
C00624	gene
C00217	gene
C00334	gene
C03618	gene
C05931	gene
C00051	gene
C01045	gene
C01046	gene
C03912	gene
C00669	gene
C09332	gene
C05167	gene
C03153	gene
C05928	gene
C04305	gene
C00415	gene
C00439	gene
C00449	gene
C01047	gene
C06112	gene
C02320	gene
C05711	gene
C06114	gene
C03541	gene
C05595	gene
C05929	gene
C06462	gene
C02987	gene
C15767	gene
C04138	gene
C18006	gene
C18008	gene
C19152	gene
C00876	gene
C19151	gene
C18802	gene
C02166	gene
C05574	gene
C20775	gene
C12270	gene
C20776	gene
C20843	gene
C20926	gene
C20948	gene
C21015	gene
C20995	gene
C01674	gene
C00329	gene
C00357	gene
C01133	gene
C00611	gene
C00461	gene
C00645	gene
C04540	gene
C04755	gene
C06372	gene
C04501	gene
C19802	gene
C19804	gene
C20887	gene
C00004	gene
C00153	gene
C00301	gene
C00455	gene
C00006	gene
C00857	gene
C13050	gene
C20744	gene
C20784	gene
C21423	gene
C21424	gene
C01182	gene
C00258	gene
C00236	gene
C03232	gene
C01159	gene
C00631	gene
C11516	gene
C00354	gene
C19791	gene
C00118	gene
C01847	gene
C00255	gene
C00016	gene
C18091	gene
C00469	gene
C03167	gene
C00346	gene
C00189	gene
C00188	gene
C01837	gene
C00673	gene
C05714	gene
C00466	gene
C03910	gene
C01548	gene
C06772	gene
C06771	gene
C06551	gene
C06556	gene
C11541	gene
C05519	gene
C00222	gene
C16242	gene
C00820	gene
C12317	gene
C18248	gene
C00114	gene
C20955	gene
C00192	gene
C06058	gene
C20937	gene
C00221	gene
C01093	gene
C02964	gene
C00760	gene
C01408	gene
C00556	gene
C02137	gene
C03290	gene
C00561	gene
C00180	gene
C02084	gene
C01861	gene
C00094	gene
C00283	gene
C00059	gene
C00355	gene
C00146	gene
C01179	gene
C03004	gene
C00826	gene
C02993	gene
C00483	gene
C00811	gene
C04368	gene
C02839	gene
C02515	gene
C01392	gene
C07027	gene
C12461	gene
C08565	gene
C01060	gene
C01468	gene
C04350	gene
C20800	gene
C20983	gene
C21308	gene
C00079	gene
C02094	gene
C00777	gene
C00473	gene
C02110	gene
C05916	gene
C05917	gene
C05918	gene
C19728	gene
C05856	gene
C02892	gene
C04294	gene
C01279	gene
C19872	gene
C00931	gene
C02800	gene
C03741	gene
C02948	gene
C00583	gene
C05979	gene
C00100	gene
C08242	gene
C01613	gene
C03989	gene
C00124	gene
C03765	gene
C01161	gene
C05338	gene
C07086	gene
C00544	gene
C04547	gene
C06317	gene
C06672	gene
C07303	gene
C16666	gene
C21422	gene
C01795	gene
C03329	gene
C11818	gene
C00822	gene
C04796	gene
C04797	gene
C04045	gene
C03758	gene
C08543	gene
C17758	gene
C10447	gene
C01059	gene
C04226	gene
C15523	gene
C00253	gene
C04546	gene
C00164	gene
C04101	gene
C01424	gene
C01371	gene
C01572	gene
C03671	gene
C04324	gene
C05616	gene
C04434	gene
C00230	gene
C01108	gene
C02868	gene
C00727	gene
C01993	gene
C11631	gene
C00130	gene
C00212	gene
C00262	gene
C00121	gene
C02171	gene
C02318	gene
C02351	gene
C03861	gene
C04091	gene
C06321	gene
C04221	gene
C00682	gene
C02480	gene
C00805	gene
C00196	gene
C00108	gene
C01502	gene
C01988	gene
C02357	gene
C07734	gene
C00292	gene
C06813	gene
C16484	gene
C16482	gene
C02378	gene
C04277	gene
C03036	gene
C03040	gene
C03374	gene
C05787	gene
C00500	gene
C04275	gene
C02887	gene
C00482	gene
C00933	gene
C04332	gene
C00474	gene
C01727	gene
C03114	gene
C01007	gene
C04732	gene
C05995	gene
C05422	gene
C01115	gene
C01620	gene
C03289	gene
C16186	gene
C01040	gene
C05565	gene
C16674	gene
C05572	gene
C00785	gene
C05795	gene
C05790	gene
C05956	gene
C00639	gene
C00584	gene
C00696	gene
C01312	gene
C02198	gene
C00219	gene
C02161	gene
C02720	gene
C03824	gene
C17500	gene
C00632	gene
C00170	gene
C00263	gene
C00073	gene
C01137	gene
C01234	gene
C02926	gene
C00021	gene
C04425	gene
C01024	gene
C02015	gene
C00882	gene
C00091	gene
C00040	gene
C00798	gene
C00512	gene
C00083	gene
C00683	gene
C02247	gene
C01894	gene
C00920	gene
C00136	gene
C00630	gene
C00154	gene
C02949	gene
C00566	gene
C00332	gene
C02249	gene
C00223	gene
C00054	gene
C02939	gene
C00527	gene
C00323	gene
C00356	gene
C00406	gene
C00411	gene
C00412	gene
C00540	gene
C00531	gene
C00582	gene
C00605	gene
C02843	gene
C01794	gene
C00845	gene
C00888	gene
C05668	gene
C15980	gene
C01063	gene
C04047	gene
C01213	gene
C02060	gene
C06028	gene
C01832	gene
C01944	gene
C06387	gene
C05337	gene
C02593	gene
C02611	gene
C03160	gene
C03188	gene
C03345	gene
C03561	gene
C04644	gene
C04760	gene
C05195	gene
C05274	gene
C05270	gene
C06000	gene
C07296	gene
C06671	gene
C07118	gene
C05165	gene
C09823	gene
C11929	gene
C11407	gene
C11946	gene
C11945	gene
C11949	gene
C02557	gene
C18026	gene
C01033	gene
C12146	gene
C12203	gene
C12324	gene
C06625	gene
C12450	gene
C14120	gene
C14143	gene
C15489	gene
C12092	gene
C15547	gene
C15524	gene
C16268	gene
C16331	gene
C16335	gene
C16339	gene
C16169	gene
C16173	gene
C16464	gene
C16470	gene
C03069	gene
C16465	gene
C02802	gene
C16833	gene
C02041	gene
C00510	gene
C02050	gene
C16162	gene
C16165	gene
C03035	gene
C03595	gene
C16528	gene
C16529	gene
C16530	gene
C16531	gene
C16532	gene
C16166	gene
C16180	gene
C16170	gene
C16179	gene
C16645	gene
C16257	gene
C15613	gene
C17345	gene
C17740	gene
C17741	gene
C11062	gene
C19685	gene
C19775	gene
C14144	gene
C07160	gene
C20394	gene
C20447	gene
C20413	gene
C01134	gene
C20838	gene
C20840	gene
C20842	gene
C20870	gene
C20876	gene
C05989	gene
C21072	gene
C21312	gene
C21324	gene
C00127	gene
C01419	gene
C03174	gene
C01031	gene
C02589	gene
C05526	gene
C03451	gene
C05730	gene
C02090	gene
C03899	gene
C14180	gene
C14791	gene
C14793	gene
C14792	gene
C14803	gene
C14804	gene
C14805	gene
C14806	gene
C14847	gene
C14848	gene
C14855	gene
C14856	gene
C14861	gene
C14865	gene
C14864	gene
C14863	gene
C14868	gene
C14874	gene
C14871	gene
C11583	gene
C16567	gene
C16562	gene
C16563	gene
C16566	gene
C17267	gene
C18870	gene
C11278	gene
C00992	gene
C00853	gene
C06453	gene
C00005	gene
C04856	gene
C21113	gene
C04899	gene
C05933	gene
C03406	gene
C03626	gene
C15532	gene
C00062	gene
C20742	gene
C20745	gene
C13051	gene
C01004	gene
C03003	gene
C05380	gene
C01185	gene
C05841	gene
C00745	gene
C16671	gene
C00104	gene
C06197	gene
C00206	gene
C00498	gene
C16426	gene
C11039	gene
C03997	gene
C00239	gene
C00538	gene
C00405	gene
C15565	gene
C02489	gene
C17263	gene
C00071	gene
C00151	gene
C00045	gene
C00399	gene
C01326	gene
C02405	gene
C00488	gene
C01044	gene
C00067	gene
C03145	gene
C00234	gene
C05653	gene
C13635	gene
C02700	gene
C03204	gene
C03134	gene
C03373	gene
C01838	gene
C02293	gene
C04258	gene
C04484	gene
C05648	gene
C06760	gene
C11439	gene
C11519	gene
C04376	gene
C04734	gene
C00109	gene
C00199	gene
C15561	gene
C15606	gene
C16156	gene
C01001	gene
C16710	gene
C06451	gene
C18232	gene
C18272	gene
C00535	gene
C00280	gene
C04874	gene
C00105	gene
C00075	gene
C00043	gene
C00052	gene
C00167	gene
C00190	gene
C01346	gene
C00203	gene
C01170	gene
C18094	gene
C00935	gene
C02199	gene
C00617	gene
C06240	gene
C01623	gene
C04652	gene
C11521	gene
C16154	gene
C19971	gene
C20357	gene
C12211	gene
C19725	gene
C01352	gene
C16071	gene
C00250	gene
C00647	gene
C00627	gene
C00117	gene
C05993	gene
C00224	gene
C03361	gene
C05983	gene
C03794	gene
C06433	gene
C06192	gene
C01469	gene
C05921	gene
C04713	gene
C05560	gene
C05686	gene
C16238	gene
C20684	gene
C20641	gene
C00155	gene
C03431	gene
C03539	gene
C01251	gene
C00264	gene
C02232	gene
C02488	gene
C05269	gene
C02504	gene
C03939	gene
C04316	gene
C16255	gene
C05265	gene
C05261	gene
C05259	gene
C05263	gene
C05267	gene
C05994	gene
C06548	gene
C06715	gene
C12348	gene
C16330	gene
C16334	gene
C16338	gene
C16376	gene
C16389	gene
C16466	gene
C16471	gene
C06020	gene
C04488	gene
C19945	gene
C18799	gene
C00440	gene
C05744	gene
C00433	gene
C05379	gene
C00940	gene
C00232	gene
C03196	gene
C01682	gene
C00302	gene
C03623	gene
C16254	gene
C01087	gene
C04529	gene
C16579	gene
C16625	gene
C06547	gene
C04089	gene
C12210	gene
C02191	gene
C00524	gene
C15672	gene
C20666	gene
C20667	gene
C21284	gene
C05682	gene
C06244	gene
C00158	gene
C02727	gene
C01042	gene
C01883	gene
C01077	gene
C00437	gene
C00979	gene
C01073	gene
C01996	gene
C00548	gene
C00423	gene
C01215	gene
C02946	gene
C03087	gene
C04390	gene
C01405	gene
C00916	gene
C01288	gene
C03820	gene
C03357	gene
C03837	gene
C05548	gene
C04690	gene
C04334	gene
C04598	gene
C04485	gene
C04606	gene
C04738	gene
C02998	gene
C05322	gene
C06210	gene
C06376	gene
C06416	gene
C07032	gene
C11809	gene
C13636	gene
C15499	gene
C01029	gene
C06746	gene
C15583	gene
C15985	gene
C04675	gene
C01176	gene
C05138	gene
C17951	gene
C17582	gene
C17587	gene
C00383	gene
C19784	gene
C04394	gene
C19929	gene
C20225	gene
C20465	gene
C20506	gene
C20505	gene
C05727	gene
C17530	gene
C21261	gene
C01228	gene
C00096	gene
C00361	gene
C00976	gene
C00325	gene
C02031	gene
C00454	gene
C01117	gene
C20864	gene
C01329	gene
C06592	gene
C15541	gene
C00898	gene
C02107	gene
C02362	gene
C00049	gene
C00402	gene
C02225	gene
C03716	gene
C04655	gene
C11511	gene
C03508	gene
C00177	gene
C02055	gene
C00581	gene
C01586	gene
C03710	gene
C02718	gene
C01259	gene
C01242	gene
C02564	gene
C02412	gene
C01921	gene
C05466	gene
C03838	gene
C05464	gene
C05596	gene
C05729	gene
C05951	gene
C05598	gene
C16623	gene
C01026	gene
C00719	gene
C05678	gene
C21016	gene
C00060	gene
C02403	gene
C00606	gene
C00328	gene
C03227	gene
C00886	gene
C01212	gene
C05688	gene
C02999	gene
C17950	gene
C20942	gene
C03341	gene
C03738	gene
C00993	gene
C02115	gene
C04260	gene
C04457	gene
C04702	gene
C04882	gene
C19694	gene
C19719	gene
C00122	gene
C01118	gene
C04479	gene
C04421	gene
C12836	gene
C01061	gene
C00207	gene
C06144	gene
C03197	gene
C03656	gene
C04573	gene
C04739	gene
C04631	gene
C19823	gene
C20245	gene
C04613	gene
C20849	gene
C04375	gene
C11572	gene
C04092	gene
C04076	gene
C03239	gene
C01028	gene
C00990	gene
C00680	gene
C00408	gene
C00739	gene
C01142	gene
C01672	gene
C02837	gene
C02444	gene
C02728	gene
C05341	gene
C05552	gene
C02427	gene
C05892	gene
C04211	gene
C01931	gene
C16140	gene
C16489	gene
C19723	gene
C19889	gene
C20277	gene
C20278	gene
C00450	gene
C21160	gene
C03082	gene
C05840	gene
C00152	gene
C00438	gene
C02512	gene
C00099	gene
C02715	gene
C03139	gene
C06113	gene
C04823	gene
C02984	gene
C10733	gene
C19710	gene
C00441	gene
C00446	gene
C03733	gene
C05796	gene
C01235	gene
C00380	gene
C00475	gene
C00112	gene
C00063	gene
C00513	gene
C00307	gene
C00570	gene
C00269	gene
C01064	gene
C00128	gene
C04121	gene
C05673	gene
C05674	gene
C11436	gene
C17945	gene
C19794	gene
C18059	gene
C20627	gene
C05824	gene
C08357	gene
C03935	gene
C05295	gene
C05301	gene
C05141	gene
C05503	gene
C00468	gene
C08358	gene
C11132	gene
C05298	gene
C08359	gene
C11131	gene
C02133	gene
C02391	gene
C01777	gene
C02850	gene
C00157	gene
C00422	gene
C00195	gene
C06379	gene
C01402	gene
C00395	gene
C06380	gene
C06378	gene
C04233	gene
C01194	gene
C03692	gene
C03620	gene
C00165	gene
C00241	gene
C04230	gene
C01885	gene
C04756	gene
C05212	gene
C18049	gene
C20224	gene
C20735	gene
C00086	gene
C05945	gene
C03078	gene
C00792	gene
C03296	gene
C05340	gene
C01201	gene
C02163	gene
C06655	gene
C03771	gene
C18473	gene
C19713	gene
C17349	gene
C20330	gene
C20910	gene
C21099	gene
C16011	gene
C03022	gene
C21101	gene
C04143	gene
C21188	gene
C21189	gene
C21190	gene
C00941	gene
C00458	gene
C00169	gene
C02716	gene
C00819	gene
C00352	gene
C03090	gene
C04148	gene
C05939	gene
C02282	gene
C00168	gene
C01005	gene
C02934	gene
C00542	gene
C02737	gene
C01162	gene
C03872	gene
C02553	gene
C04771	gene
C11822	gene
C05821	gene
C06481	gene
C04377	gene
C20466	gene
C20628	gene
C17355	gene
C06735	gene
C03446	gene
C17325	gene
C17324	gene
C04157	gene
C04158	gene
C04160	gene
C04545	gene
C00242	gene
C11478	gene
C00132	gene
C02271	gene
C00218	gene
C03394	gene
C00966	gene
C03148	gene
C02519	gene
C00184	gene
C00543	gene
C00409	gene
C00565	gene
C01104	gene
C01183	gene
C02661	gene
C06174	gene
C06175	gene
C06173	gene
C06718	gene
C06019	gene
C07481	gene
C13747	gene
C07480	gene
C16353	gene
C16357	gene
C16358	gene
C07130	gene
C01516	gene
C00143	gene
C18347	gene
C19563	gene
C19580	gene
C05545	gene
C05544	gene
C11145	gene
C00580	gene
C15987	gene
C11142	gene
C18235	gene
C00226	gene
C00162	gene
C00375	gene
C15521	gene
C03658	gene
C01612	gene
C05712	gene
C01153	gene
C02000	gene
C03120	gene
C03033	gene
C06370	gene
C02761	gene
C03573	gene
C02475	gene
C03847	gene
C03625	gene
C03317	gene
C06357	gene
C11531	gene
C15498	gene
C01180	gene
C03172	gene
C00855	gene
C03354	gene
C02989	gene
C02430	gene
C15999	gene
C15998	gene
C17234	gene
C11536	gene
C06198	gene
C00460	gene
C03712	gene
C04322	gene
C00148	gene
C00515	gene
C20850	gene
C20951	gene
C00463	gene
C00331	gene
C02693	gene
C03230	gene
C00977	gene
C02983	gene
C00398	gene
C04290	gene
C00643	gene
C03506	gene
C03512	gene
C06732	gene
C02937	gene
C16831	gene
C19687	gene
C19716	gene
C19767	gene
C20563	gene
C21124	gene
C21283	gene
C02265	gene
C00166	gene
C02505	gene
C03519	gene
C05332	gene
C03511	gene
C16700	gene
C16075	gene
C17235	gene
C02135	gene
C19714	gene
C19712	gene
C20487	gene
C20488	gene
C20579	gene
C20807	gene
C03428	gene
C03115	gene
C01841	gene
C01860	gene
C02004	gene
C06111	gene
C06394	gene
C05859	gene
C00751	gene
C04574	gene
C12142	gene
C16028	gene
C16143	gene
C16142	gene
C16141	gene
C16269	gene
C01126	gene
C19749	gene
C09684	gene
C09704	gene
C16829	gene
C09629	gene
C09699	gene
C16286	gene
C09672	gene
C09723	gene
C17277	gene
C09666	gene
C09665	gene
C16826	gene
C18245	gene
C09750	gene
C09664	gene
C19619	gene
C19708	gene
C19734	gene
C19740	gene
C19741	gene
C19742	gene
C19744	gene
C19746	gene
C19748	gene
C16814	gene
C19751	gene
C19747	gene
C19753	gene
C19754	gene
C19743	gene
C19755	gene
C19756	gene
C09663	gene
C19893	gene
C20120	gene
C20121	gene
C20159	gene
C20161	gene
C20162	gene
C19973	gene
C20163	gene
C20172	gene
C20173	gene
C20174	gene
C20179	gene
C20180	gene
C20181	gene
C20182	gene
C20184	gene
C20175	gene
C20177	gene
C20178	gene
C16776	gene
C20272	gene
C20273	gene
C20274	gene
C09648	gene
C20275	gene
C20476	gene
C20477	gene
C20478	gene
C20479	gene
C20480	gene
C20576	gene
C09639	gene
C19908	gene
C20724	gene
C20804	gene
C20811	gene
C19736	gene
C09718	gene
C00129	gene
C03614	gene
C01209	gene
C12000	gene
C11989	gene
C11993	gene
C11997	gene
C11969	gene
C11977	gene
C11953	gene
C11961	gene
C12350	gene
C12441	gene
C12354	gene
C12355	gene
C12356	gene
C18202	gene
C20877	gene
C00644	gene
C00279	gene
C00665	gene
C00275	gene
C01096	gene
C18050	gene
C01010	gene
C01566	gene
C03065	gene
C03047	gene
C00300	gene
